id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4820190744812990,M8tfIkc4S,5953894113,·Fnosubete·,不过现在提起新冠我焦虑恐惧的还真不是这个病,,,,,2,79,1323,2022-10-02 18:28,,,,
4820153034605655,M8sgTjk8L,3266943013,央视网,【#德国警告欧洲冬季疫情已经开始#】#英国今冬或面临流感和新冠叠加风险#近日，欧洲多国就即将到来的冬季疫情浪潮发出警告。英国卫生安全局日前发布公报说，今年冬天英国可能面临流感大范围传播叠加新冠感染激增的双重风险，呼吁民众及时接种两种疫苗。另据美联社消息，德国卫生部部长劳特巴赫在9月30日警告称，随着秋季的到来，德国的每日新增确诊病例数呈上升势头，所以希望老年人们及时接种第二剂新冠疫苗加强针。劳特巴赫还指出，法国、丹麦和荷兰等其他欧洲国家的新冠病例数也在增加，欧洲“显然正处于冬季疫情浪潮的起始阶段”。L央视网的微博视频,,,,"德国警告欧洲冬季疫情已经开始,英国今冬或面临流感和新冠叠加风险",10,13,50,2022-10-02 15:58,微博视频号,,"http://locallimit.us.sinaimg.cn/o0/1eqPGvWdlx07ZFAVmXhm01041200BP7z0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1666617955&ssig=MdVzm52FF1&KID=unistore,video",
4820405695810048,M8yQponss,2827102952,湖北日报,【2022年10月2日湖北省新冠肺炎疫情情况】10月2日0-24时，全省新增本土确诊病例0例，新增本土无症状感染者4例（荆州市3例；荆门市1例，系新疆来鄂闭环管控人员），新增境外输入确诊病例0例，新增境外输入无症状感染者2例（菲律宾输入1例，土耳其输入1例），新增疑似病例0例，新增死亡病例0例，当日出院病例0例，当日解除无症状感染者医学观察23例（荆州市4例，随州市2例，恩施州16例；境外输入1例）。截至10月2日24时，在定点医疗机构治疗的本土确诊病例1例（在武汉市，轻型），疑似病例0例。尚在集中隔离医学观察的本土无症状感染者53例（武汉市20例，襄阳市2例，荆州市10例，荆门市2例，鄂州市4例，随州市2例，恩施州12例，潜江市1例）。在定点医疗机构治疗的境外输入确诊病例2例，均为轻型；尚在集中隔离医学观察的境外输入无症状感染者24例。全省累计治愈出院63915例，累计病亡4512例，累计报告新冠肺炎确诊病例68430例。尚在集中隔离医学观察的密切接触者5667人。#武汉疫情防控#（来源：湖北省卫生健康委员会官网）,,,,武汉疫情防控,8,34,101,2022-10-03 08:42,,['https://wx1.sinaimg.cn/large/0035keCIgy1h6rt392j0cj60ku0kuabb02.jpg'],,
4820110445644293,M8racnGkZ,1561015262,我是西蒙周,【泰国版“健康码”停止运行，资料销毁！曼谷防疫措施全部撤销！】泰国头条新闻社讯10月1日，泰国总理府副发言人拉差妲透露，为顺应自今日起将新冠视为监测性传染病的政策，泰国公共卫生部疾控厅关闭疫情追踪软件“医生胜利”，于此同时销毁系统中的所有数据。此外，外交部领事事务局也取消了针对外籍游客入境的新冠相关文件审查，如疫苗接种证明、登机前72小时核酸检测结果。O泰国版“健康码”停止运行，资料销毁！曼谷防疫措施全部撤销！拉差妲表示，虽然政府降低了新冠疫情的严重性，但仍继续密切监控疫情，包括加强疫苗接种工作，尤其是老年人。此外，仍支持民众保持距离、在拥挤的地方戴口罩，轻症患者积极使用ATK检测。目前，政府已经为6个月至4岁的儿童提供了300万剂辉瑞疫苗，预计将于10月下旬抵达，并为全国儿童接种。,,,,,425,34,908,2022-10-02 13:09,HUAWEI P40 Pro 5G,,,
4820337492230693,M8x4p9miV,2416547272,红山晚报,#赤峰市新冠肺炎疫情防控工作指挥部通告#赤峰市新冠肺炎疫情防控工作指挥部通告〔2022〕59号2022年10月2日，林西县从呼和浩特市返回人员中检测出1例新冠病毒阳性感染者，流调发现该病例曾在中心城区购物且关联人数较多。为全面排查潜在隐患，最大限度降低疫情传播风险，确保广大人民群众生命安全和身体健康，经市新冠肺炎疫情防控工作指挥部研究，决定在规定区域内开展一轮区域核酸检测，现将有关事宜通告如下：一、核酸检测时间2022年10月3日6时开始，进行1轮区域核酸检测。二、核酸检测人员范围红山区全域、元宝山区全域、松山区城区、喀喇沁旗和美工业园区所有人员，包含外来人员和流动人员。三、相关要求（一）参加完核酸检测的居民立即返回家中，居家等待通知，社区（村）实行封闭管理。检测区域范围内人员从10月3日起三日内非必要不离赤，确因特殊情况需离开的，由所在社区、单位开具证明，经所属街道（乡镇）同意，并持48小时内2次（间隔24小时以上）核酸检测阴性证明离赤。（二）检测区域范围内除保障市民生活和城市基本运行的水、电、燃油、燃气、通讯、环卫、物流、快递、粮油肉菜供应、生活超市（含农贸市场）、药店、医疗机构及工业、建筑业等企业外，KTV、电影院、健身房、室内游泳馆、酒吧、洗浴中心、棋牌室等其他营业场所、门店暂停营业。各餐饮单位暂时取消堂食，可提供打包带走、外卖服务。保障市民生活和城市基本运行及疫情防控工作人员可凭电子通行证出行，如已过期可重新申请。（三）10月3日0时起，检测区域范围内公交车、出租车、网约车暂停营运，各旗县区发往检测区域范围内客运班车、检测区域范围内发往市外及市内其他旗县区的客运班车暂停营运。疫情防控车辆、保障城市运行及物资货运的车辆正常运行。所有进入检测区域的货运车辆司乘人员进行免费落地核酸检测，即采即走。离开检测区域范围内的货运车辆按此通告发布前政策执行。（四）检测区域范围内各类药店、诊所暂停销售退热、止咳、抗病毒、抗生素“四类”药品，并在醒目位置张贴告示，引导有“四类”药品购买需求的人员到发热门诊就诊。请广大市民积极配合落实防控措施，如出现发热、干咳、乏力、咽痛、嗅（味）觉减退、腹泻等症状，请勿自行服药，须全程佩戴一次性医用外科口罩第一时间到发热门诊就诊。（五）检测区域范围内暂停举办展销会、宴会、庆典、招聘会等聚集性活动。（六）拟于10月3日开学的学校推迟开学时间，可开展线上教学，住宿生在学校内封闭管理。（七）检测区域范围内所有党员、公职人员（除承担指挥部防疫任务的人员外）均应主动向居住地所在社区报到转为社区志愿者，服从统一安排，参与疫情防控工作。（八）请广大市民密切关注官方媒体发布的权威信息，如果与公布的确诊病例行程轨迹有时空交集，须第一时间主动向所在社区、工作单位或所住酒店报备，配合落实健康监测、核酸检测、隔离医学观察、个人防护等防控措施。上述措施自本通告发布之日起施行，后续根据疫情形势进行动态调整，请广大市民严格遵守并积极配合。对违反通告规定及造谣传谣、谎报瞒报疫情、发布不实信息、哄抬物价等违法行为，公安机关和相关部门将依法严厉打击处理。市指挥部电话：87813828301652红山区指挥部电话：8353355元宝山区指挥部电话：3510822松山区指挥部电话：8466846喀喇沁旗指挥部电话：37528642022年10月3日,,,,赤峰市新冠肺炎疫情防控工作指挥部通告,37,101,473,2022-10-03 04:11,真我V11 5G,['https://wx2.sinaimg.cn/large/900995c8ly1h6rl7qizjqj20u00u03z8.jpg'],,
4819660158272888,M8frVyI9G,1962787713,健康广东,#2022年10月1日广东省新冠肺炎疫情情况#9月30日0-24时，全省新增本土确诊病例17例（深圳16例，韶关1例）；新增本土无症状感染者21例（深圳19例，惠州2例）；另有5例本土无症状感染者转确诊病例（广州2例，惠州3例）。全省新增境外输入确诊病例11例（广州3例，深圳6例，珠海1例，佛山1例）；新增境外输入无症状感染者29例（广州14例，深圳7例，佛山1例，东莞4例，中山3例）。全省新增出院14例（境外输入9例），目前在院265例（境外输入148例）；新增解除医学观察无症状感染者17例（境外输入16例），尚在医学观察无症状感染者195例（境外输入141例）。截至9月30日24时，全省累计报告新冠肺炎阳性感染者20327例（境外输入12885例），其中确诊病例10055例（境外输入5345例），无症状感染者10272例（境外输入7540例）。,,,,,51,205,938,2022-10-01 07:19,坚果 R2,['https://wx1.sinaimg.cn/large/74fdc381gy1h6pfg285nsj20u00cutaz.jpg'],,
4819709093219966,M8gIRdvEW,1918021250,东方网,【托同事代做核酸后确诊致疫情传播，上海一对夫妻被刑事立案侦查】记者从上海市公安局获悉，上海警方查获一起妨害传染病防治案件，2名涉案人员已被公安机关刑事立案侦查。经查，9月27日，刘某宁（男，39岁）、陈某（女，39岁）夫妇在明知刘某宁有不适症状可能感染新冠病毒情况下，多次出入公共场所，并委托同事戴某余（男，38岁）和戴的女友潘某安（女，27岁）代做核酸检测。后刘某宁、陈某被确诊感染新冠病毒，造成疫情传播。目前，上述人员均已落实隔离管控措施。警方以涉嫌妨害传染病防治罪对刘某宁、陈某刑事立案侦查。对戴某余、潘某安的违法行为，将在2人隔离结束后予以行政处罚。警方提示，上海的疫情防控成果来之不易，当前疫情防控形势依然严峻，广大市民应自觉遵守防疫规定，积极配合疾控流调工作，对违反相关规定造成疫情传播风险的，警方将依法严厉打击。（东方网记者：薛宁薇）,,,,,68,61,282,2022-10-01 10:34,微博 weibo.com,['https://wx4.sinaimg.cn/large/0025NOWCgy1h6pl1ye0iaj60hs0p5goa02.jpg'],,
4820045261442363,M8pt463dV,1895394815,荆楚网,【2022年10月1日湖北省新冠肺炎疫情情况】10月1日0-24时，全省新增本土确诊病例1例（武汉市1例，轻型，重点人员检测发现），新增本土无症状感染者5例（武汉市1例，襄阳市1例，荆门市1例，随州市2例，均为新疆来返鄂闭环转运人员和落地检中发现），新增境外输入确诊病例0例，新增境外输入无症状感染者1例（为菲律宾输入），新增疑似病例0例，新增死亡病例0例，当日出院病例0例，当日解除无症状感染者医学观察19例（武汉市1例，鄂州市2例，随州市1例，恩施州15例）。截至10月1日24时，在定点医疗机构治疗的本土确诊病例1例（在武汉市，轻型），疑似病例0例。尚在集中隔离医学观察的本土无症状感染者71例（武汉市20例，襄阳市2例，荆州市11例，荆门市1例，鄂州市4例，随州市4例，恩施州28例，潜江市1例）。在定点医疗机构治疗的境外输入确诊病例2例，均为轻型；尚在集中隔离医学观察的境外输入无症状感染者23例。全省累计治愈出院63915例，累计病亡4512例，累计报告新冠肺炎确诊病例68430例。尚在集中隔离医学观察的密切接触者5285人。,,,,,12,31,107,2022-10-02 08:50,微博 weibo.com,['https://wx4.sinaimg.cn/large/0024gSM7gy1h6qni6yh8jj60hs0hsgmz02.jpg'],,
4819734501001805,M8hnQ4cC9,5890672121,搜狐新闻,【2人委托同事代做核酸后确诊被上海警方刑事立案】记者从上海市公安局获悉，上海警方查获一起妨害传染病防治案件。经查，9月27日，刘某宁（男，39岁）、陈某（女，39岁）夫妇在明知刘某宁有不适症状可能感染新冠病毒情况下，多次出入公共场所，并委托同事戴某余（男，38岁）和戴的女友潘某安（女，27岁）代做核酸检测。后刘某宁、陈某被确诊感染新冠病毒，造成疫情传播。目前，上述人员均已落实隔离管控措施。警方以涉嫌妨害传染病防治罪对刘某宁、陈某刑事立案侦查。对戴某余、潘某安的违法行为，将在2人隔离结束后予以行政处罚。更多详细内容请查看原文>>O网页链接,,,,,268,518,10954,2022-10-01 12:15,微博 weibo.com,['https://wx4.sinaimg.cn/large/006qEEUFly1h6pnyuz1gej30u016fn13.jpg'],,
4820424078133371,M8zk3y7Rp,2967529507,津云,#津日疫情播报#【10月2日0时至24时天津新增21例本土阳性感染者均为管控人员】记者从市疫情防控指挥部获悉，2022年10月2日0时至24时，我市疾控部门报告新增21例本土新冠病毒核酸检测阳性感染者，均为管控人员筛查发现。其中确诊病例1例（轻型），无症状感染者20例。　　21例阳性感染者详情如下：　　阳性感染者1，男，34岁，居住于天津市经济技术开发区，系管控人员筛查发现，10月1日采集咽拭子，经检测中心检测，结果呈阳性，为新冠病毒无症状感染者。　　阳性感染者2，男，59岁，居住于天津市经济技术开发区，系管控人员筛查发现，10月1日采集咽拭子，经检测中心检测，结果呈阳性，为新冠病毒无症状感染者。　　阳性感染者3，男，40岁，居住于天津市经济技术开发区，系管控人员筛查发现，10月2日采集咽拭子，经检测中心检测，结果呈阳性，为新冠病毒无症状感染者。　　阳性感染者4，男，36岁，居住于天津市经济技术开发区，系管控人员筛查发现，10月2日采集咽拭子，经检测中心检测，结果呈阳性，为新冠病毒无症状感染者。　　阳性感染者5，男，33岁，居住于天津市经济技术开发区，系管控人员筛查发现，10月2日采集咽拭子，经检测中心检测，结果呈阳性，为新冠病毒无症状感染者。　　阳性感染者6，男，29岁，居住于天津市经济技术开发区，系管控人员筛查发现，10月2日采集咽拭子，经检测中心检测，结果呈阳性，为新冠病毒无症状感染者。　　阳性感染者7，男，30岁，居住于天津市经济技术开发区，系管控人员筛查发现，10月2日采集咽拭子，经检测中心检测，结果呈阳性，为新冠病毒无症状感染者。　　阳性感染者8，男，21岁，居住于天津市经济技术开发区，系管控人员筛查发现，10月2日采集咽拭子，经检测中心检测，结果呈阳性，为新冠肺炎确诊病例（轻型）。　　阳性感染者9，男，38岁，居住于天津市经济技术开发区，系管控人员筛查发现，10月2日采集咽拭子，经检测中心检测，结果呈阳性，为新冠病毒无症状感染者。　　阳性感染者10，男，18岁，居住于天津市经济技术开发区，系管控人员筛查发现，10月2日采集咽拭子，经检测中心检测，结果呈阳性，为新冠病毒无症状感染者。　　阳性感染者11，男，47岁，居住于天津市经济技术开发区，系管控人员筛查发现，10月2日采集咽拭子，经检测中心检测，结果呈阳性，为新冠病毒无症状感染者。　　阳性感染者12，男，41岁，居住于天津市经济技术开发区，系管控人员筛查发现，10月2日采集咽拭子，经检测中心检测，结果呈阳性，为新冠病毒无症状感染者。　　阳性感染者13，男，39岁，居住于天津市经济技术开发区，系管控人员筛查发现，10月2日采集咽拭子，经检测中心检测，结果呈阳性，为新冠病毒无症状感染者。　　阳性感染者14，女，33岁，居住于天津市南开区长虹街，系管控人员筛查发现，10月2日采集咽拭子，经检测中心检测，结果呈阳性，为新冠病毒无症状感染者。　　阳性感染者15，男，20岁，居住于天津市滨海新区杭州道街，系管控人员筛查发现，10月2日采集咽拭子，经检测中心检测，结果呈阳性，为新冠病毒无症状感染者。　　阳性感染者16，男，14岁，居住于天津市滨海新区杭州道街，系管控人员筛查发现，10月2日采集咽拭子，经检测中心检测，结果呈阳性，为新冠病毒无症状感染者。　　阳性感染者17，男，35岁，居住于天津市经济技术开发区，系管控人员筛查发现，10月2日采集咽拭子，经检测中心检测，结果呈阳性，为新冠病毒无症状感染者。　　阳性感染者18，女，33岁，居住于天津市滨海新区新北街，系管控人员筛查发现，10月2日采集咽拭子，经检测中心检测，结果呈阳性，为新冠病毒无症状感染者。　　阳性感染者19，男，46岁，居住于天津市滨海新区新港街，系管控人员筛查发现，10月2日采集咽拭子，经检测中心检测，结果呈阳性，为新冠病毒无症状感染者。　　阳性感染者20，女，73岁，居住于天津市滨海新区杭州道街，系管控人员筛查发现，10月2日采集咽拭子，经检测中心检测，结果呈阳性，为新冠病毒无症状感染者。　　阳性感染者21，男，23岁，外地返津人员，系管控人员筛查发现，10月1日抵津后即闭环转运并隔离管控，10月2日采集核酸，经检测中心检测，结果呈阳性，为新冠病毒无症状感染者。,,,,津日疫情播报,19,130,401,2022-10-03 09:55,微博 weibo.com,['https://wx2.sinaimg.cn/large/b0e0e823ly1h6rv6312yuj20ku09675a.jpg'],,
